Student_ID,Name,Section,Parental_Education,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Internet_Access,Extra_Classes,Math_Marks,Science_Marks,English_Marks,Hindi_Marks,SST_Marks,Final_Score,Result,Grade
1629,Rohit Mohan Pandey_1629,C,Graduate,5.68,5.54,98.51,Yes,Yes,85.9,76.79,95.28,74.69,77.81,82.1,Pass,A+
1630,Pooja Shiv Chauhan_1630,A,School,3.24,6.66,83.66,Yes,No,66.38,49.37,69.82,52.6,74.91,62.62,Pass,A
1631,Karan Kumar Sharma_1631,A,School,7.35,5.08,98.3,Yes,No,48.77,58.18,50.11,85.57,75.82,63.69,Pass,A
1632,Simran Singh Verma_1632,C,School,3.64,7.54,81.41,Yes,No,51.87,88.43,66.66,73.83,61.71,68.5,Pass,A
1633,Amit Raj Yadav_1633,B,Graduate,4.68,5.91,84.97,Yes,Yes,63.26,42.86,54.99,58.25,66.87,57.25,Pass,B
1634,Rahul Dev Gupta_1634,A,Postgraduate,6.25,3.86,67.37,Yes,No,43.15,58.18,94.0,77.43,58.18,66.19,Pass,A
1635,Priya Prasad Singh_1635,A,Postgraduate,6.24,7.67,85.67,Yes,Yes,49.04,63.64,68.54,79.3,38.12,59.73,Pass,B
1636,Sneha Kant Kumar_1636,A,School,3.44,5.83,100.0,Yes,No,68.18,53.94,59.11,41.15,58.04,56.08,Pass,B
1637,Arjun Narayan Mishra_1637,C,Postgraduate,5.28,8.07,87.45,Yes,Yes,67.11,53.95,65.25,69.1,54.58,62.0,Pass,A
1638,Anjali Deep Tiwari_1638,B,Graduate,4.03,7.81,69.66,Yes,Yes,86.13,100.0,92.56,83.76,83.47,89.18,Pass,A+
1639,Vikas Mohan Pandey_1639,C,Postgraduate,5.13,6.37,55.35,Yes,Yes,50.06,64.15,90.49,55.01,69.86,65.91,Pass,A
1640,Neha Shiv Chauhan_1640,C,Graduate,4.31,6.98,92.17,Yes,No,67.45,70.86,76.99,89.62,38.58,68.7,Pass,A
1641,Rohit Kumar Sharma_1641,B,Graduate,3.9,6.61,75.88,Yes,No,87.56,87.54,58.88,66.19,57.44,71.52,Pass,A
1642,Pooja Singh Verma_1642,C,Postgraduate,3.06,4.82,76.53,Yes,No,80.59,44.3,70.22,55.41,47.66,59.64,Pass,B
1643,Karan Raj Yadav_1643,B,School,6.28,8.21,45.31,Yes,Yes,89.43,49.74,58.41,62.06,44.67,60.86,Pass,A
1644,Simran Dev Gupta_1644,A,Graduate,3.38,6.19,44.22,Yes,No,41.32,32.62,77.28,53.73,34.97,47.98,Pass,C
1645,Amit Prasad Singh_1645,B,Postgraduate,6.7,6.53,76.28,Yes,Yes,74.9,51.19,58.18,53.3,94.64,66.44,Pass,A
1646,Rahul Kant Kumar_1646,A,Postgraduate,4.06,6.55,61.51,Yes,Yes,46.04,59.28,83.21,56.63,48.69,58.77,Pass,B
1647,Priya Narayan Mishra_1647,C,PhD,5.23,6.23,78.14,Yes,Yes,100.0,61.54,61.24,53.91,61.08,67.55,Pass,A
1648,Sneha Deep Tiwari_1648,C,Graduate,6.81,7.27,89.3,Yes,Yes,79.59,64.88,70.74,76.74,50.96,68.58,Pass,A
1649,Arjun Mohan Pandey_1649,A,School,3.85,6.38,66.49,Yes,No,76.86,58.23,74.79,65.13,28.13,60.63,Pass,A
1650,Anjali Shiv Chauhan_1650,C,School,5.21,5.88,78.5,Yes,Yes,54.81,68.77,67.58,69.1,61.38,64.33,Pass,A
1651,Vikas Kumar Sharma_1651,B,Graduate,5.24,6.0,73.25,Yes,Yes,70.22,67.18,80.77,64.2,75.86,71.65,Pass,A
1652,Neha Singh Verma_1652,A,Graduate,3.5,8.5,100.0,Yes,No,71.96,44.75,70.66,69.45,77.64,66.89,Pass,A
1653,Rohit Raj Yadav_1653,C,School,4.83,6.57,67.08,Yes,Yes,55.14,72.64,68.72,68.18,80.44,69.03,Pass,A
1654,Pooja Dev Gupta_1654,A,School,5.62,8.45,64.53,Yes,No,66.18,82.19,72.52,49.43,63.11,66.69,Pass,A
1655,Karan Prasad Singh_1655,B,Graduate,7.05,5.35,68.18,Yes,Yes,26.51,83.95,73.23,77.84,57.38,63.78,Pass,A
1656,Simran Kant Kumar_1656,B,Postgraduate,3.88,5.73,92.47,Yes,No,93.51,63.03,78.32,70.46,47.82,70.63,Pass,A
1657,Amit Narayan Mishra_1657,C,PhD,5.02,5.92,67.57,Yes,Yes,73.74,77.49,42.78,66.05,70.53,66.12,Pass,A
1658,Rahul Deep Tiwari_1658,B,Postgraduate,4.31,6.4,86.1,Yes,No,57.75,87.46,82.68,61.28,65.62,70.96,Pass,A
1659,Priya Mohan Pandey_1659,A,Postgraduate,4.79,5.64,75.53,Yes,Yes,76.83,73.57,62.85,56.05,59.38,65.74,Pass,A
1660,Sneha Shiv Chauhan_1660,B,Graduate,3.61,6.35,75.93,No,No,38.54,53.41,52.42,47.74,64.8,51.38,Pass,B
1661,Arjun Kumar Sharma_1661,A,PhD,4.25,6.74,99.01,Yes,Yes,80.46,71.27,54.96,52.76,63.43,64.58,Pass,A
1662,Anjali Singh Verma_1662,A,Graduate,6.78,7.71,47.91,Yes,No,62.98,65.41,86.87,54.58,50.8,64.13,Pass,A
1663,Vikas Raj Yadav_1663,B,Postgraduate,4.69,4.89,76.99,No,Yes,37.97,82.82,77.47,89.2,25.62,62.62,Pass,A
1664,Neha Dev Gupta_1664,C,Postgraduate,4.61,7.61,85.46,Yes,No,65.12,68.08,45.05,66.58,60.93,61.15,Pass,A
1665,Rohit Prasad Singh_1665,B,Postgraduate,3.22,7.39,80.9,No,Yes,78.91,61.97,71.47,50.0,54.82,63.43,Pass,A
1666,Pooja Kant Kumar_1666,A,School,6.14,5.33,53.01,No,No,76.56,78.14,64.03,88.24,41.01,69.6,Pass,A
1667,Karan Narayan Mishra_1667,A,School,5.77,5.55,57.91,Yes,No,65.45,70.68,69.14,79.67,32.12,63.41,Pass,A
1668,Simran Deep Tiwari_1668,B,School,4.69,6.93,79.17,Yes,Yes,65.79,90.04,47.52,70.57,58.58,66.5,Pass,A
1669,Amit Mohan Pandey_1669,C,School,7.35,5.74,40.0,No,Yes,47.41,63.35,75.68,68.06,62.5,63.4,Pass,A
1670,Rahul Shiv Chauhan_1670,C,School,3.7,8.15,67.06,Yes,No,64.12,92.28,76.4,43.41,57.77,66.8,Pass,A
1671,Priya Kumar Sharma_1671,A,School,2.94,6.49,56.55,Yes,Yes,72.23,70.04,67.95,71.29,60.04,68.31,Pass,A
1672,Sneha Singh Verma_1672,A,School,4.36,5.05,77.89,No,Yes,85.72,69.8,69.05,73.86,67.86,73.26,Pass,A
1673,Arjun Raj Yadav_1673,C,Graduate,3.23,5.16,72.64,Yes,Yes,45.6,49.4,59.29,74.82,67.62,59.35,Pass,B
1674,Anjali Dev Gupta_1674,B,Graduate,4.86,4.71,80.69,Yes,Yes,57.3,41.71,66.6,60.44,65.83,58.37,Pass,B
1675,Vikas Prasad Singh_1675,A,School,4.61,6.37,61.99,Yes,No,71.65,91.02,84.88,76.82,30.68,71.01,Pass,A
1676,Neha Kant Kumar_1676,A,Graduate,6.23,6.43,78.98,Yes,Yes,33.93,56.88,66.92,78.85,46.99,56.71,Pass,B
1677,Rohit Narayan Mishra_1677,C,Graduate,3.82,7.12,75.06,No,No,58.22,78.09,82.05,54.73,97.53,74.12,Pass,A
1678,Pooja Deep Tiwari_1678,B,Graduate,5.0,8.02,62.12,Yes,Yes,89.66,36.14,63.21,71.33,59.59,63.99,Pass,A
1679,Karan Mohan Pandey_1679,C,Postgraduate,4.78,6.51,91.42,No,Yes,45.11,57.1,72.42,55.91,50.15,56.14,Pass,B
1680,Simran Shiv Chauhan_1680,B,School,5.75,8.02,85.49,Yes,No,73.37,79.99,72.47,67.1,67.31,72.05,Pass,A
1681,Amit Kumar Sharma_1681,B,School,2.8,5.63,65.43,Yes,Yes,66.27,77.05,66.27,32.8,56.65,59.81,Pass,B
1682,Rahul Singh Verma_1682,B,Graduate,3.15,4.73,63.18,Yes,Yes,66.52,67.71,88.09,75.01,52.25,69.92,Pass,A
1683,Priya Raj Yadav_1683,A,School,3.63,7.45,88.93,Yes,Yes,72.24,50.49,75.32,50.69,89.76,67.7,Pass,A
1684,Sneha Dev Gupta_1684,C,Graduate,2.87,7.37,50.82,Yes,Yes,56.67,65.4,81.21,78.07,77.46,71.76,Pass,A
1685,Arjun Prasad Singh_1685,C,School,5.42,6.8,55.61,Yes,Yes,61.73,54.09,59.93,77.15,79.48,66.48,Pass,A
1686,Anjali Kant Kumar_1686,B,School,5.43,7.32,82.2,Yes,No,64.07,61.37,90.2,97.44,43.39,71.29,Pass,A
1687,Vikas Narayan Mishra_1687,A,School,6.14,3.73,100.0,No,Yes,76.77,53.35,66.64,34.99,61.84,58.72,Pass,B
1688,Neha Deep Tiwari_1688,A,School,4.28,5.94,65.93,Yes,Yes,73.17,6.16,80.66,70.17,31.2,52.27,Pass,B
1689,Rohit Mohan Pandey_1689,C,Graduate,3.81,7.84,67.65,Yes,Yes,66.83,37.42,64.7,58.48,80.53,61.59,Pass,A
1690,Pooja Shiv Chauhan_1690,A,Graduate,3.08,6.19,71.71,No,Yes,53.68,72.6,59.92,68.21,97.96,70.47,Pass,A
1691,Karan Kumar Sharma_1691,A,School,6.46,7.28,67.9,No,Yes,51.98,60.23,87.49,55.91,87.24,68.57,Pass,A
1692,Simran Singh Verma_1692,B,School,4.17,9.0,68.59,No,Yes,46.13,79.95,63.17,41.62,77.72,61.72,Pass,A
1693,Amit Raj Yadav_1693,A,School,3.41,7.73,65.8,Yes,Yes,54.03,40.85,73.01,95.19,75.0,67.62,Pass,A
1694,Rahul Dev Gupta_1694,B,School,5.63,6.07,77.81,Yes,Yes,69.95,83.66,62.15,70.25,53.11,67.83,Pass,A
1695,Priya Prasad Singh_1695,C,Postgraduate,3.99,4.38,85.41,Yes,No,85.08,70.23,46.05,52.34,51.69,61.08,Pass,A
1696,Sneha Kant Kumar_1696,A,School,2.9,7.36,77.37,Yes,Yes,67.18,31.62,71.59,63.03,71.32,60.95,Pass,A
1697,Arjun Narayan Mishra_1697,C,Graduate,3.2,4.07,72.57,Yes,Yes,54.18,65.57,88.98,63.63,53.52,65.18,Pass,A
1698,Anjali Deep Tiwari_1698,C,Postgraduate,4.64,5.55,65.89,Yes,Yes,64.91,70.13,59.94,82.97,46.09,64.81,Pass,A
1699,Vikas Mohan Pandey_1699,A,School,2.89,5.61,57.36,Yes,No,55.85,58.94,61.68,68.14,63.85,61.69,Pass,A
1700,Neha Shiv Chauhan_1700,A,Graduate,4.37,6.36,55.52,No,No,75.75,94.55,71.97,69.89,71.19,76.67,Pass,A
1701,Rohit Kumar Sharma_1701,C,PhD,3.2,6.83,52.53,Yes,Yes,46.18,57.1,73.55,71.04,70.21,63.62,Pass,A
1702,Pooja Singh Verma_1702,A,Postgraduate,3.08,5.46,84.48,Yes,Yes,78.18,31.05,63.0,65.76,100.0,67.6,Pass,A
1703,Karan Raj Yadav_1703,B,Graduate,3.77,7.76,66.27,No,No,74.37,69.27,54.16,86.18,65.25,69.84,Pass,A
1704,Simran Dev Gupta_1704,B,Postgraduate,4.74,8.2,80.96,Yes,No,54.19,50.94,75.13,67.56,61.62,61.89,Pass,A
1705,Amit Prasad Singh_1705,A,Postgraduate,4.98,6.21,64.29,Yes,No,53.77,61.47,63.05,80.15,36.46,58.98,Pass,B
1706,Rahul Kant Kumar_1706,C,School,5.89,7.79,73.9,Yes,No,58.37,55.62,80.47,73.79,59.38,65.53,Pass,A
1707,Priya Narayan Mishra_1707,A,Postgraduate,3.33,5.67,69.92,Yes,Yes,72.67,73.9,59.08,86.71,41.53,66.78,Pass,A
1708,Sneha Deep Tiwari_1708,A,Graduate,6.59,5.26,98.6,Yes,Yes,50.76,37.5,65.02,69.04,73.62,59.19,Pass,B
1709,Arjun Mohan Pandey_1709,C,Graduate,8.58,7.8,67.86,Yes,No,43.4,77.79,58.9,69.83,65.73,63.13,Pass,A
1710,Anjali Shiv Chauhan_1710,C,PhD,3.87,6.82,87.63,No,No,61.85,66.93,69.74,68.28,45.45,62.45,Pass,A
1711,Vikas Kumar Sharma_1711,B,Postgraduate,1.85,6.97,54.05,Yes,No,76.03,73.08,60.46,74.37,56.03,68.0,Pass,A
1712,Neha Singh Verma_1712,C,School,1.89,8.71,95.31,No,Yes,39.31,16.46,77.13,53.61,89.59,55.22,Pass,B
1713,Rohit Raj Yadav_1713,B,School,3.75,7.3,87.44,Yes,No,27.37,88.25,68.0,68.53,47.8,59.99,Pass,B
1714,Pooja Dev Gupta_1714,C,Graduate,3.46,9.0,66.19,Yes,Yes,75.35,39.16,72.88,48.77,54.72,58.18,Pass,B
1715,Karan Prasad Singh_1715,A,Graduate,4.51,6.61,65.96,No,No,66.95,78.58,72.33,66.49,64.77,69.82,Pass,A
1716,Simran Kant Kumar_1716,B,Graduate,5.26,8.31,92.89,Yes,Yes,64.44,34.9,57.74,63.57,64.14,56.96,Pass,B
1717,Amit Narayan Mishra_1717,B,PhD,2.57,6.44,88.96,Yes,Yes,60.99,50.2,90.57,72.95,54.71,65.88,Pass,A
1718,Rahul Deep Tiwari_1718,B,Postgraduate,4.24,5.12,71.46,Yes,No,65.0,66.71,85.28,75.14,36.94,65.81,Pass,A
1719,Priya Mohan Pandey_1719,A,Graduate,3.74,7.5,62.1,Yes,No,75.6,53.01,60.54,51.7,76.25,63.42,Pass,A
1720,Sneha Shiv Chauhan_1720,A,School,7.55,6.46,91.14,Yes,Yes,90.37,58.19,53.2,62.89,53.67,63.66,Pass,A
1721,Arjun Kumar Sharma_1721,A,Graduate,2.43,8.99,67.92,Yes,No,72.36,31.35,67.99,91.55,78.33,68.32,Pass,A
1722,Anjali Singh Verma_1722,A,Graduate,3.36,7.18,80.03,Yes,No,52.92,79.9,59.15,60.78,46.74,59.9,Pass,B
1723,Vikas Raj Yadav_1723,A,Graduate,4.55,7.64,66.45,Yes,Yes,60.62,60.83,65.38,71.38,66.03,64.85,Pass,A
1724,Neha Dev Gupta_1724,B,Graduate,3.37,4.62,71.7,No,Yes,65.1,88.04,65.93,73.84,52.25,69.03,Pass,A
1725,Rohit Prasad Singh_1725,A,Graduate,6.2,7.37,100.0,Yes,Yes,70.27,84.46,51.42,36.82,31.48,54.89,Pass,B
1726,Pooja Kant Kumar_1726,B,School,2.97,6.42,73.85,No,No,70.49,45.13,56.01,60.48,55.93,57.61,Pass,B
1727,Karan Narayan Mishra_1727,A,School,3.13,5.57,96.58,Yes,No,68.4,61.82,54.35,62.71,36.81,56.82,Pass,B
1728,Simran Deep Tiwari_1728,C,Graduate,6.33,8.19,52.17,Yes,Yes,88.58,68.96,77.99,78.89,68.08,76.5,Pass,A
1729,Amit Mohan Pandey_1729,B,School,2.71,4.95,49.0,Yes,No,74.1,62.97,64.78,84.08,46.01,66.39,Pass,A
1730,Rahul Shiv Chauhan_1730,C,School,5.75,6.93,83.74,Yes,Yes,46.7,50.91,79.76,57.18,38.52,54.61,Pass,B
1731,Priya Kumar Sharma_1731,B,School,3.82,5.76,63.46,Yes,Yes,64.64,60.24,52.08,45.99,56.45,55.88,Pass,B
1732,Sneha Singh Verma_1732,C,Graduate,3.57,6.83,74.65,Yes,Yes,83.05,42.59,72.9,94.23,76.51,73.86,Pass,A
1733,Arjun Raj Yadav_1733,A,School,3.74,6.16,43.21,Yes,No,57.06,70.84,74.1,98.85,66.2,73.41,Pass,A
1734,Anjali Dev Gupta_1734,A,Postgraduate,2.82,6.28,44.52,Yes,Yes,56.62,69.22,71.62,49.75,70.71,63.58,Pass,A
1735,Vikas Prasad Singh_1735,A,Graduate,5.86,6.57,75.21,Yes,Yes,62.97,35.84,77.65,42.2,61.3,55.99,Pass,B
1736,Neha Kant Kumar_1736,B,Graduate,4.7,5.35,67.73,No,No,62.2,100.0,60.78,59.19,59.24,68.28,Pass,A
1737,Rohit Narayan Mishra_1737,C,Graduate,5.84,7.73,69.97,Yes,Yes,60.26,64.9,78.73,68.2,39.76,62.37,Pass,A
1738,Pooja Deep Tiwari_1738,A,School,6.26,7.3,100.0,Yes,No,56.81,48.88,60.31,80.77,52.04,59.76,Pass,B
1739,Karan Mohan Pandey_1739,C,Graduate,5.31,5.31,82.14,No,No,83.77,48.43,64.25,61.31,53.87,62.33,Pass,A
1740,Simran Shiv Chauhan_1740,C,PhD,2.32,8.19,100.0,Yes,Yes,69.72,85.88,76.63,61.99,63.55,71.55,Pass,A
1741,Amit Kumar Sharma_1741,A,Postgraduate,3.05,7.41,76.14,Yes,Yes,50.59,30.32,85.48,65.08,81.99,62.69,Pass,A
1742,Rahul Singh Verma_1742,A,PhD,5.78,6.62,97.43,No,No,45.67,64.59,50.45,57.72,95.62,62.81,Pass,A
1743,Priya Raj Yadav_1743,C,Graduate,4.58,4.79,89.75,Yes,No,61.14,85.71,56.84,41.03,68.15,62.57,Pass,A
1744,Sneha Dev Gupta_1744,A,School,5.48,5.73,67.42,Yes,No,70.5,29.5,72.11,69.82,92.47,66.88,Pass,A
1745,Arjun Prasad Singh_1745,A,School,4.37,4.24,72.41,Yes,Yes,68.86,45.9,83.23,55.95,63.47,63.48,Pass,A
1746,Anjali Kant Kumar_1746,A,Graduate,3.86,6.72,69.68,Yes,No,70.19,59.8,40.66,94.33,61.48,65.29,Pass,A
1747,Vikas Narayan Mishra_1747,B,School,5.48,7.52,91.12,Yes,No,76.24,64.81,46.35,43.17,68.3,59.77,Pass,B
1748,Neha Deep Tiwari_1748,C,School,1.91,5.63,79.14,Yes,No,61.77,73.69,90.45,72.22,52.48,70.12,Pass,A
1749,Rohit Mohan Pandey_1749,C,Postgraduate,4.02,6.51,61.21,Yes,No,86.14,49.42,100.0,70.77,70.68,75.4,Pass,A
1750,Pooja Shiv Chauhan_1750,B,School,4.6,7.69,55.69,Yes,Yes,60.6,59.54,72.26,61.8,68.46,64.53,Pass,A
1751,Karan Kumar Sharma_1751,C,School,4.81,5.75,56.2,No,No,53.62,100.0,64.14,65.16,63.16,69.22,Pass,A
1752,Simran Singh Verma_1752,A,Postgraduate,2.56,7.17,61.57,No,No,24.11,68.85,67.93,92.67,45.22,59.76,Pass,B
1753,Amit Raj Yadav_1753,C,Postgraduate,2.62,9.0,60.77,No,No,77.73,29.84,49.57,62.15,49.99,53.86,Pass,B
1754,Rahul Dev Gupta_1754,A,School,3.91,7.38,56.9,Yes,No,45.01,48.65,69.6,78.94,85.15,65.47,Pass,A
1755,Priya Prasad Singh_1755,B,Postgraduate,4.41,5.26,91.82,Yes,Yes,85.06,21.09,49.27,76.12,68.28,59.96,Pass,B
1756,Sneha Kant Kumar_1756,A,Postgraduate,6.83,6.47,52.04,Yes,Yes,21.57,65.08,58.92,90.71,61.24,59.5,Pass,B
1757,Arjun Narayan Mishra_1757,C,Graduate,3.18,7.37,81.08,Yes,Yes,67.33,44.2,66.81,48.34,67.7,58.88,Pass,B
1758,Anjali Deep Tiwari_1758,C,School,3.76,7.1,100.0,Yes,No,49.29,36.2,72.71,63.18,65.1,57.3,Pass,B
1759,Vikas Mohan Pandey_1759,C,School,6.89,5.21,76.31,No,No,72.16,35.74,82.34,54.49,47.06,58.36,Pass,B
1760,Neha Shiv Chauhan_1760,B,Graduate,6.1,7.03,76.35,Yes,Yes,54.04,91.78,50.53,74.39,20.01,58.15,Pass,B
1761,Rohit Kumar Sharma_1761,B,School,2.83,6.25,78.42,No,No,86.24,68.03,100.0,55.58,60.9,74.15,Pass,A
1762,Pooja Singh Verma_1762,C,PhD,5.51,5.95,52.85,Yes,No,46.97,39.57,70.08,77.81,69.11,60.71,Pass,A
1763,Karan Raj Yadav_1763,A,Postgraduate,5.75,7.16,81.5,Yes,No,67.45,52.06,52.34,68.78,88.77,65.88,Pass,A
1764,Simran Dev Gupta_1764,B,Postgraduate,4.79,8.62,80.03,Yes,No,68.31,67.98,81.76,57.92,50.06,65.21,Pass,A
1765,Amit Prasad Singh_1765,C,PhD,2.74,5.6,74.39,Yes,No,55.17,51.1,75.88,50.04,60.86,58.61,Pass,B
1766,Rahul Kant Kumar_1766,C,Postgraduate,3.61,7.04,49.66,Yes,No,78.29,68.12,57.09,76.01,52.72,66.44,Pass,A
1767,Priya Narayan Mishra_1767,B,School,3.56,6.4,100.0,Yes,No,46.12,58.81,57.91,89.1,50.95,60.58,Pass,A
1768,Sneha Deep Tiwari_1768,B,School,5.29,7.23,78.56,Yes,No,70.5,71.07,79.86,62.85,93.34,75.53,Pass,A
1769,Arjun Mohan Pandey_1769,B,Graduate,3.86,6.63,56.66,Yes,Yes,75.79,62.39,62.4,74.2,34.16,61.79,Pass,A
1770,Anjali Shiv Chauhan_1770,A,School,4.1,5.81,59.93,Yes,Yes,50.51,52.43,58.34,50.05,63.25,54.92,Pass,B
1771,Vikas Kumar Sharma_1771,A,Graduate,3.6,5.76,63.34,No,No,78.82,65.62,71.13,39.2,51.42,61.24,Pass,A
1772,Neha Singh Verma_1772,C,Graduate,2.16,7.05,98.82,Yes,Yes,61.69,46.06,54.64,51.39,48.48,52.45,Pass,B
1773,Rohit Raj Yadav_1773,B,Postgraduate,8.39,6.66,73.14,Yes,No,53.46,54.28,90.21,75.23,57.87,66.21,Pass,A
1774,Pooja Dev Gupta_1774,A,Graduate,5.1,7.25,73.15,Yes,No,64.66,62.32,72.93,40.35,68.84,61.82,Pass,A
1775,Karan Prasad Singh_1775,B,Postgraduate,6.71,4.58,67.05,No,Yes,49.39,54.96,73.07,78.15,90.81,69.27,Pass,A
1776,Simran Kant Kumar_1776,C,School,2.83,7.81,90.38,No,No,61.36,76.79,53.53,49.53,57.92,59.83,Pass,B
1777,Amit Narayan Mishra_1777,A,Graduate,6.78,8.2,91.17,Yes,No,34.95,80.54,61.59,61.49,48.23,57.36,Pass,B
1778,Rahul Deep Tiwari_1778,A,School,3.91,6.68,52.3,No,Yes,78.67,36.6,83.09,88.46,79.56,73.28,Pass,A
1779,Priya Mohan Pandey_1779,A,Postgraduate,5.3,7.29,73.49,Yes,No,77.54,69.0,61.91,62.58,50.24,64.25,Pass,A
1780,Sneha Shiv Chauhan_1780,C,School,5.99,7.67,71.77,Yes,No,99.28,71.09,58.75,51.37,40.13,64.13,Pass,A
1781,Arjun Kumar Sharma_1781,B,Graduate,6.77,6.28,60.69,No,No,62.08,94.76,58.53,52.53,63.7,66.32,Pass,A
1782,Anjali Singh Verma_1782,A,School,4.43,6.78,66.27,No,No,73.69,99.33,58.8,88.13,47.12,73.42,Pass,A
1783,Vikas Raj Yadav_1783,C,School,2.99,7.08,70.62,Yes,Yes,63.16,63.25,69.97,79.1,47.7,64.64,Pass,A
1784,Neha Dev Gupta_1784,B,Graduate,4.48,5.87,59.88,Yes,No,70.34,60.74,61.09,74.12,74.49,68.15,Pass,A
1785,Rohit Prasad Singh_1785,C,Graduate,5.39,6.66,79.39,No,Yes,91.55,59.42,65.91,75.43,44.52,67.37,Pass,A
1786,Pooja Kant Kumar_1786,B,School,3.7,4.08,79.06,Yes,No,78.44,50.64,80.63,78.02,58.29,69.2,Pass,A
1787,Karan Narayan Mishra_1787,C,School,3.87,5.75,82.77,No,No,71.13,68.7,69.89,70.21,51.81,66.35,Pass,A
1788,Simran Deep Tiwari_1788,B,Graduate,2.18,8.26,67.98,Yes,Yes,37.77,36.49,88.66,51.22,66.83,56.19,Pass,B
1789,Amit Mohan Pandey_1789,A,Graduate,3.03,6.96,42.76,Yes,No,70.86,72.25,61.0,55.9,45.65,61.13,Pass,A
1790,Rahul Shiv Chauhan_1790,B,School,5.17,5.54,64.29,Yes,Yes,44.11,62.36,54.16,57.37,73.11,58.22,Pass,B
1791,Priya Kumar Sharma_1791,C,Graduate,5.82,5.02,59.22,Yes,Yes,70.98,81.33,83.87,43.71,80.02,71.98,Pass,A
1792,Sneha Singh Verma_1792,C,School,6.15,9.0,72.46,Yes,Yes,69.39,48.29,72.88,54.52,62.46,61.51,Pass,A
1793,Arjun Raj Yadav_1793,B,Graduate,7.91,5.66,83.59,Yes,Yes,50.02,51.83,69.62,54.17,48.44,54.82,Pass,B
1794,Anjali Dev Gupta_1794,A,School,6.73,5.9,100.0,Yes,No,57.51,90.39,66.86,93.03,76.09,76.77,Pass,A
1795,Vikas Prasad Singh_1795,A,Graduate,4.27,7.22,61.41,Yes,No,82.03,14.71,59.06,61.64,68.75,57.24,Pass,B
1796,Neha Kant Kumar_1796,B,School,3.1,5.5,76.92,Yes,Yes,81.95,91.83,41.21,64.72,79.89,71.92,Pass,A
1797,Rohit Narayan Mishra_1797,B,PhD,4.12,6.95,77.62,Yes,No,95.55,28.81,80.58,66.0,80.67,70.32,Pass,A
1798,Pooja Deep Tiwari_1798,C,School,3.67,6.53,96.6,Yes,Yes,44.74,84.57,80.95,41.98,52.29,60.91,Pass,A
1799,Karan Mohan Pandey_1799,A,School,4.75,5.09,78.3,Yes,Yes,74.73,56.02,57.79,90.7,85.61,72.97,Pass,A
1800,Simran Shiv Chauhan_1800,B,School,5.84,6.56,69.54,Yes,No,77.45,53.7,52.76,85.45,47.28,63.33,Pass,A
1801,Amit Kumar Sharma_1801,A,Postgraduate,5.22,6.89,74.36,No,No,82.72,85.45,62.12,62.1,96.03,77.68,Pass,A
1802,Rahul Singh Verma_1802,B,Graduate,6.86,5.23,80.22,Yes,Yes,83.93,71.63,52.52,49.19,91.92,69.84,Pass,A
1803,Priya Raj Yadav_1803,B,Graduate,5.09,7.13,86.08,Yes,No,75.84,98.26,85.13,65.16,69.17,78.71,Pass,A
1804,Sneha Dev Gupta_1804,A,Postgraduate,2.59,7.34,100.0,Yes,No,87.61,100.0,55.24,67.43,62.48,74.55,Pass,A
1805,Arjun Prasad Singh_1805,B,Postgraduate,3.65,5.27,98.99,Yes,No,67.39,42.54,79.91,72.77,59.97,64.52,Pass,A
1806,Anjali Kant Kumar_1806,B,Graduate,5.1,7.08,63.56,No,Yes,53.03,67.18,59.17,78.53,76.65,66.91,Pass,A
1807,Vikas Narayan Mishra_1807,C,School,4.84,6.78,52.44,Yes,Yes,40.86,59.65,79.41,80.3,64.68,64.98,Pass,A
1808,Neha Deep Tiwari_1808,B,Postgraduate,6.46,6.09,56.27,Yes,Yes,42.24,60.25,76.14,93.48,69.7,68.36,Pass,A
1809,Rohit Mohan Pandey_1809,B,School,4.51,6.19,78.6,Yes,Yes,72.1,46.38,89.05,46.76,67.91,64.44,Pass,A
1810,Pooja Shiv Chauhan_1810,B,Graduate,4.24,6.97,91.9,Yes,No,41.58,21.39,55.59,64.97,68.41,50.39,Pass,B
1811,Karan Kumar Sharma_1811,C,Graduate,2.14,5.79,71.34,Yes,Yes,64.89,56.84,54.7,51.56,66.44,58.89,Pass,B
1812,Simran Singh Verma_1812,A,Postgraduate,3.29,7.19,60.62,Yes,No,60.43,68.71,62.1,62.54,64.03,63.56,Pass,A
1813,Amit Raj Yadav_1813,C,Graduate,4.96,5.54,53.01,Yes,No,55.73,48.38,97.73,60.53,62.21,64.92,Pass,A
1814,Rahul Dev Gupta_1814,C,Graduate,4.81,5.63,98.78,Yes,No,75.07,84.39,60.81,76.15,74.11,74.11,Pass,A
1815,Priya Prasad Singh_1815,A,PhD,5.39,4.96,67.72,Yes,Yes,59.79,82.95,69.24,88.32,46.05,69.27,Pass,A
1816,Sneha Kant Kumar_1816,C,School,5.18,4.44,51.86,No,No,58.45,56.16,72.26,55.84,59.97,60.53,Pass,A
1817,Arjun Narayan Mishra_1817,A,School,4.33,6.68,74.61,Yes,No,63.77,50.06,65.93,68.66,51.34,59.95,Pass,B
1818,Anjali Deep Tiwari_1818,C,Graduate,3.0,4.15,75.05,Yes,No,63.02,90.0,83.38,49.43,73.59,71.89,Pass,A
